,true_label,24,25,26,27,28
11950,A,21,0,1,24,23
11951,M,16,19,2,16,10
11952,G,5,1,18,23,2
11953,P,0,18,19,9,3
11954,M,16,21,17,21,6
11955,G,14,16,8,5,1
11956,S,0,18,25,4,3
11957,P,20,20,19,19,20
11958,H,13,7,14,20,15
11959,X,13,7,14,20,15
11960,R,9,8,16,26,0
11961,O,15,3,12,5,13
11962,R,9,7,16,26,0
11963,D,13,7,14,11,4
11964,R,17,23,21,4,22
11965,T,2,9,24,14,5
11966,O,15,3,12,5,13
11967,G,3,5,6,5,25
11968,C,9,8,16,26,0
11969,T,5,1,18,23,2
11970,T,10,4,5,6,11
11971,J,4,24,25,22,9
11972,F,12,21,4,23,21
11973,R,15,1,12,5,2
11974,G,4,1,25,22,9
11975,W,13,7,14,20,15
11976,C,5,1,18,23,2
11977,I,17,23,21,4,22
11978,W,23,12,22,3,16
11979,E,14,16,8,1,1
11980,Q,15,3,12,5,13
11981,C,14,16,8,1,1
11982,K,1,10,10,11,4
11983,R,5,1,18,23,2
11984,T,19,12,22,3,16
11985,O,13,7,14,20,15
11986,G,5,1,18,23,2
11987,W,23,4,2,15,10
11988,L,11,22,11,7,17
11989,X,15,3,12,5,13
11990,L,11,22,11,7,17
11991,M,12,21,4,21,21
11992,K,9,8,16,26,0
11993,G,0,17,13,9,3
11994,Q,12,21,4,21,25
11995,A,13,0,14,24,23
11996,T,2,9,24,14,5
11997,T,2,9,24,14,5
11998,B,5,1,18,23,2
11999,X,0,18,25,9,3
12000,L,3,5,6,2,12
12001,Z,7,13,15,18,27
12002,D,17,23,21,4,22
12003,K,4,24,25,22,9
12004,L,22,2,3,0,19
12005,B,7,13,15,13,27
12006,Q,12,21,4,21,21
12007,T,2,9,24,14,5
12008,N,6,11,7,10,8
12009,X,17,23,21,4,22
12010,H,12,5,4,2,25
12011,X,0,18,25,8,3
12012,Z,7,13,15,18,27
12013,P,20,20,23,19,20
12014,Y,2,9,24,14,5
12015,H,3,5,6,16,12
12016,B,12,21,4,21,21
12017,Z,9,8,16,26,0
12018,S,21,17,1,0,19
12019,K,4,24,10,22,9
12020,Z,21,0,1,24,4
12021,G,12,21,4,21,21
12022,G,9,8,16,26,0
12023,T,10,20,5,6,11
12024,F,10,20,5,6,11
12025,P,20,20,19,19,20
12026,F,10,4,5,6,11
12027,G,15,8,12,26,13
12028,Q,17,23,21,4,22
12029,F,10,4,5,12,11
12030,J,22,10,3,25,4
12031,C,16,19,17,16,6
12032,G,15,3,12,5,13
12033,W,8,6,0,8,26
12034,Z,1,2,10,11,18
12035,W,23,19,2,15,10
12036,M,16,6,17,8,6
12037,D,5,1,18,23,2
12038,C,14,16,8,1,1
12039,X,9,8,16,26,0
12040,G,14,16,8,1,1
12041,J,22,2,3,25,18
12042,S,15,3,12,13,13
12043,S,3,5,6,2,12
12044,F,19,4,23,12,24
12045,P,13,7,14,20,15
12046,Q,13,7,14,20,15
12047,O,0,18,13,9,3
12048,J,18,14,9,17,7
12049,J,20,20,19,19,20
12050,I,13,3,14,25,14
12051,C,14,16,8,1,1
12052,U,5,1,18,23,2
12053,H,6,11,7,10,8
12054,M,16,21,17,21,6
12055,T,2,9,24,14,5
12056,W,8,6,0,15,26
12057,K,12,21,17,21,6
12058,N,6,11,7,10,8
12059,B,17,23,21,4,22
12060,O,0,18,13,4,3
12061,Q,0,18,13,9,3
12062,A,21,17,1,0,19
12063,I,13,7,14,20,15
12064,T,19,12,22,3,16
12065,E,4,2,25,4,18
12066,P,1,10,23,11,4
12067,C,0,18,13,9,25
12068,B,3,5,6,2,25
12069,I,1,10,20,11,4
12070,K,5,1,18,23,2
12071,M,16,21,17,21,6
12072,G,3,5,6,2,12
12073,F,1,10,23,11,4
12074,I,1,10,20,11,14
12075,Z,1,2,20,11,18
12076,W,23,19,2,15,10
12077,G,9,7,16,26,0
12078,K,4,24,25,22,9
12079,D,16,21,17,21,6
12080,M,23,19,2,16,10
12081,Y,4,6,25,8,9
12082,X,9,8,16,26,0
12083,Y,12,21,4,21,21
12084,O,13,7,14,20,15
12085,W,16,21,17,21,6
12086,B,3,5,4,2,12
12087,E,17,23,21,4,22
12088,F,12,5,4,2,21
12089,F,19,4,23,12,24
12090,M,6,11,7,10,8
12091,D,15,3,12,13,13
12092,W,12,21,4,21,21
12093,F,19,4,23,12,24
12094,Q,3,5,6,5,25
12095,E,7,13,15,18,27
12096,W,23,19,2,16,10
12097,D,1,10,20,11,4
12098,F,10,20,5,6,11
12099,J,17,23,21,4,22
12100,C,23,19,2,16,10
12101,P,3,5,6,16,25
12102,W,8,6,0,15,26
12103,Y,12,5,4,2,21
12104,O,5,1,18,13,2
12105,F,10,20,5,6,11
12106,X,1,10,10,11,24
12107,T,2,9,24,14,5
12108,V,2,9,24,14,5
12109,R,15,3,12,5,13
12110,R,9,8,16,26,0
12111,R,17,23,21,4,22
12112,A,21,0,1,24,19
12113,Y,2,9,24,14,5
12114,U,23,19,2,16,10
12115,F,19,4,23,12,24
12116,X,1,2,20,11,18
12117,A,21,0,1,24,23
12118,Q,13,7,14,20,15
12119,M,23,19,2,16,10
12120,B,17,23,21,4,22
12121,R,17,23,21,4,22
12122,I,22,3,3,25,14
12123,R,9,8,16,26,0
12124,P,19,4,23,12,24
12125,G,14,1,25,22,1
12126,C,4,24,25,22,9
12127,L,22,0,3,25,17
12128,M,16,21,17,21,6
12129,K,4,24,25,22,9
12130,B,0,18,13,9,3
12131,K,13,7,14,20,15
12132,W,8,19,0,15,10
12133,S,3,5,6,2,12
12134,D,1,10,20,11,4
12135,L,11,22,11,7,17
12136,X,4,18,25,8,9
12137,S,1,10,20,11,4
12138,S,17,23,21,4,22
12139,E,1,10,20,11,4
12140,V,19,12,22,3,16
12141,T,4,24,25,6,9
12142,M,23,19,2,16,10
12143,Y,2,9,24,14,5
12144,O,5,1,18,23,2
12145,I,1,10,20,11,4
12146,K,5,1,18,5,2
12147,W,16,21,17,21,6
12148,Q,5,5,4,23,25
12149,P,17,23,21,4,22
12150,X,4,24,25,22,9
12151,Q,3,5,6,2,25
12152,Q,13,7,14,20,15
12153,E,14,16,8,1,1
12154,J,1,10,20,11,4
12155,X,4,24,25,22,9
12156,V,19,12,22,3,16
12157,F,10,20,5,6,11
12158,K,4,18,25,8,9
12159,X,7,13,15,18,27
12160,B,3,5,4,2,12
12161,C,9,8,16,26,0
12162,E,9,8,16,26,0
12163,M,16,21,17,21,6
12164,H,1,10,10,11,4
12165,F,10,4,23,12,24
12166,P,20,20,19,19,20
12167,N,3,19,6,16,12
12168,I,22,3,3,25,14
12169,H,1,10,10,12,24
12170,S,7,13,15,18,27
12171,P,3,19,6,16,12
12172,K,1,10,10,11,4
12173,W,19,12,22,3,16
12174,W,23,12,2,3,10
12175,B,5,1,18,23,2
12176,D,17,10,21,11,4
12177,A,21,17,1,0,19
12178,C,5,1,18,5,2
12179,X,4,18,25,4,9
12180,O,5,1,18,23,2
12181,I,22,2,3,25,18
12182,M,12,21,4,21,21
12183,W,16,21,17,21,6
12184,G,15,3,12,13,13
12185,Q,17,23,21,4,22
12186,Q,0,18,13,9,3
12187,M,6,11,7,10,8
12188,I,22,2,3,25,18
12189,L,12,21,4,21,21
12190,Z,7,13,15,18,27
12191,J,17,23,21,4,22
12192,B,1,10,20,11,4
12193,S,9,8,16,26,0
12194,A,21,17,1,0,19
12195,Z,3,5,6,2,12
12196,P,3,5,6,2,12
12197,T,2,9,24,14,5
12198,W,23,19,2,15,10
12199,K,4,24,25,22,9
12200,B,12,21,4,21,21
12201,O,15,3,12,5,13
12202,Q,0,18,13,9,3
12203,S,17,23,21,4,22
12204,I,1,10,20,25,14
12205,I,17,23,21,4,22
12206,H,0,18,13,9,3
12207,V,19,12,22,3,16
12208,L,17,2,21,0,19
12209,Q,13,7,14,20,15
12210,Y,3,5,6,2,12
12211,T,10,4,5,6,11
12212,O,5,1,18,23,2
12213,P,20,20,19,19,20
12214,Y,2,9,24,14,5
12215,J,22,2,3,25,18
12216,B,5,1,18,13,2
12217,N,5,1,18,23,2
12218,Z,7,13,15,18,27
12219,T,3,5,6,18,12
12220,Q,5,1,18,23,2
12221,J,22,2,3,25,18
12222,Q,5,1,18,0,19
12223,E,0,18,25,9,3
12224,K,15,3,12,5,13
12225,I,12,21,4,21,21
12226,X,1,10,20,11,4
12227,N,12,21,17,21,12
12228,J,18,14,9,17,7
12229,A,18,17,9,0,19
12230,H,15,3,12,13,13
12231,O,5,1,18,23,2
12232,C,4,24,19,22,9
12233,N,6,11,7,10,8
12234,F,10,20,5,6,11
12235,R,9,8,16,26,0
12236,D,16,21,17,8,6
12237,T,19,12,22,3,16
12238,Y,0,18,25,8,3
12239,E,9,8,16,26,0
12240,D,12,21,4,2,12
12241,F,19,4,23,12,24
12242,E,1,10,10,11,4
12243,D,5,1,18,13,2
12244,V,10,24,5,6,11
12245,J,5,1,18,23,2
12246,Q,15,3,12,16,13
12247,F,20,20,19,4,18
12248,C,9,8,16,26,0
12249,W,8,6,0,15,26
12250,T,2,9,24,14,5
12251,V,19,12,22,3,16
12252,D,5,1,18,23,2
12253,Z,7,13,15,18,27
12254,A,21,0,1,24,23
12255,V,8,6,0,8,26
12256,I,22,2,3,25,18
12257,H,16,18,17,8,3
12258,W,23,19,2,15,10
12259,P,1,10,23,11,4
12260,S,7,13,15,18,27
12261,Y,4,24,25,8,9
12262,F,10,4,5,12,11
12263,C,14,16,8,1,1
12264,O,13,7,14,20,15
12265,B,3,5,6,16,12
12266,D,15,3,12,13,13
12267,W,23,19,2,15,10
12268,P,20,20,19,19,20
12269,X,4,24,25,22,9
12270,C,14,16,8,1,1
12271,G,15,16,8,13,1
12272,Q,21,23,1,16,19
12273,Q,13,7,14,20,15
12274,P,3,5,6,2,25
12275,S,7,13,15,18,27
12276,P,10,20,5,6,11
12277,H,6,11,7,10,8
12278,P,0,18,19,9,3
12279,U,4,6,25,8,9
12280,I,22,3,3,25,14
12281,I,0,18,13,9,3
12282,M,23,19,2,16,10
12283,P,22,2,3,4,18
12284,O,15,3,12,5,13
12285,H,6,11,7,10,8
12286,E,1,10,20,11,4
12287,W,13,7,14,20,15
12288,N,23,19,2,16,10
12289,B,12,21,4,21,21
12290,D,17,23,21,4,22
12291,M,5,19,18,16,2
12292,G,14,16,8,5,1
12293,O,9,7,14,20,15
12294,A,0,17,13,0,19
12295,L,22,2,3,25,19
12296,K,13,7,14,20,15
12297,C,14,16,8,1,1
12298,U,5,24,18,22,9
12299,V,3,5,6,2,12
12300,Z,7,13,15,18,27
12301,T,2,12,22,3,16
12302,K,8,6,0,8,26
12303,J,22,2,3,25,4
12304,I,3,5,6,2,12
12305,O,5,1,18,9,2
12306,L,22,2,3,25,19
12307,V,8,9,0,15,26
12308,W,23,19,2,15,10
12309,V,2,9,24,14,5
12310,O,9,7,16,26,0
12311,D,1,10,20,11,4
12312,E,14,16,8,1,1
12313,D,0,18,13,9,3
12314,F,12,1,4,2,21
12315,N,16,21,17,21,6
12316,S,7,13,15,18,27
12317,A,21,17,1,0,19
12318,Y,3,19,6,16,25
12319,A,21,0,1,24,23
12320,V,23,19,2,16,10
12321,L,17,2,21,4,19
12322,J,17,23,21,4,22
12323,Y,10,24,5,6,11
12324,J,12,5,4,2,21
12325,J,1,10,20,11,4
12326,O,0,18,13,9,3
12327,R,15,3,12,5,13
12328,K,17,23,21,4,22
12329,U,5,1,18,16,2
12330,A,21,17,1,0,19
12331,R,17,23,21,11,4
12332,U,4,24,25,22,9
12333,H,6,11,7,10,8
12334,U,16,21,17,21,6
12335,Y,3,5,6,2,12
12336,L,22,2,3,25,19
12337,C,14,16,8,1,1
12338,Z,1,2,15,11,18
12339,V,2,9,24,14,5
12340,I,13,7,14,20,14
12341,S,1,10,20,11,4
12342,H,0,18,13,9,3
12343,E,14,16,8,1,1
12344,H,12,21,4,2,21
12345,I,17,23,21,4,18
12346,E,1,10,20,11,4
12347,J,1,10,20,11,4
12348,R,15,3,12,16,13
12349,F,3,5,6,2,25
12350,C,19,8,10,12,24
12351,H,6,11,7,10,8
12352,D,13,7,14,20,15
12353,U,13,7,14,20,15
12354,O,5,1,18,23,2
12355,U,6,15,7,10,8
12356,T,2,9,24,14,5
12357,A,21,17,1,0,19
12358,S,5,1,18,2,2
12359,R,15,3,12,13,13
12360,D,5,1,18,13,2
12361,B,7,13,15,13,27
12362,P,20,20,19,19,20
12363,X,9,8,16,26,0
12364,G,15,13,12,13,27
12365,U,5,1,18,23,2
12366,B,1,10,20,11,4
12367,N,5,19,18,16,2
12368,L,22,2,3,25,19
12369,D,0,18,13,9,3
12370,Y,3,5,6,2,12
12371,E,4,24,25,22,9
12372,P,12,5,4,2,25
12373,F,10,20,5,6,11
12374,T,2,9,24,14,5
12375,L,0,18,13,9,3
12376,Z,4,18,25,22,9
12377,V,19,4,22,12,24
12378,Q,3,5,6,2,25
12379,S,12,21,4,21,21
12380,H,1,10,20,11,4
12381,L,11,22,11,7,17
12382,J,18,14,9,17,7
12383,Q,15,3,12,5,25
12384,J,18,14,9,17,7
12385,D,15,3,12,13,13
12386,M,16,21,17,21,6
12387,W,16,19,17,15,6
12388,A,21,17,1,0,19
12389,Y,2,12,22,14,16
12390,S,10,24,5,6,18
12391,O,5,3,18,13,2
12392,V,2,9,24,14,5
12393,V,2,9,24,14,5
12394,U,19,4,10,12,24
12395,C,14,16,8,1,1
12396,I,1,10,20,11,4
12397,B,17,23,13,4,22
12398,P,20,20,19,19,20
12399,Q,15,3,12,13,13
12400,V,8,24,5,6,11
12401,G,15,3,12,5,13
12402,F,0,18,19,9,3
12403,S,1,10,20,11,4
12404,A,0,17,13,9,3
12405,R,15,3,12,5,13
12406,P,12,21,17,21,6
12407,N,17,23,21,4,22
12408,M,6,11,7,10,8
12409,Q,13,7,14,20,15
12410,R,16,21,17,21,6
12411,O,9,8,16,26,0
12412,Y,2,12,22,3,16
12413,W,8,24,5,15,11
12414,M,23,7,2,16,10
12415,Z,12,18,4,9,21
12416,V,10,9,5,6,11
12417,O,15,3,12,13,13
12418,M,3,5,4,2,25
12419,D,5,1,18,23,2
12420,P,20,20,19,19,20
12421,I,1,10,20,11,4
12422,N,5,1,18,23,2
12423,R,17,23,21,4,22
12424,M,12,21,4,21,21
12425,A,21,0,1,24,23
12426,A,21,0,1,24,23
12427,G,0,17,13,9,3
12428,M,16,19,17,16,6
12429,M,6,11,7,10,8
12430,U,10,4,10,12,24
12431,S,5,1,18,23,2
12432,G,9,8,16,26,0
12433,R,9,8,16,26,0
12434,L,18,17,9,0,19
12435,I,13,7,14,20,14
12436,D,5,23,18,23,22
12437,E,14,16,8,1,1
12438,F,10,20,5,6,11
12439,J,22,2,3,25,18
12440,Y,10,24,5,6,11
12441,L,3,5,6,2,12
12442,J,18,14,9,17,7
12443,Q,15,3,12,13,13
12444,I,22,2,3,25,18
12445,P,20,20,19,4,20
12446,D,3,5,6,2,12
12447,Y,10,4,5,6,11
12448,J,18,14,9,17,7
12449,V,2,9,24,14,5
12450,J,12,5,4,2,21
12451,G,16,21,17,21,6
12452,H,16,21,17,21,6
12453,D,0,18,13,9,3
12454,P,0,18,13,9,3
12455,B,15,13,12,13,13
12456,Q,3,5,6,2,25
12457,Z,0,18,13,9,3
12458,T,10,20,5,6,11
12459,G,3,5,6,2,25
12460,L,22,2,3,25,4
12461,B,17,23,21,11,22
12462,G,15,3,12,5,13
12463,L,11,22,11,7,17
12464,B,17,23,21,4,22
12465,N,6,11,7,10,8
12466,F,20,20,19,6,20
12467,X,4,24,25,6,9
12468,H,6,11,7,10,8
12469,W,23,19,2,15,10
12470,W,13,7,14,20,15
12471,R,15,3,12,16,13
12472,H,6,11,7,10,8
12473,T,19,4,23,12,24
12474,Z,12,5,4,2,21
12475,I,1,10,20,11,4
12476,E,7,13,15,18,27
12477,N,6,11,7,10,8
12478,N,6,11,7,10,8
12479,U,13,7,14,20,15
12480,G,5,1,18,23,2
12481,P,20,20,19,19,20
12482,P,20,4,23,19,24
12483,O,15,3,12,13,13
12484,T,19,12,22,3,16
12485,U,6,15,7,10,8
12486,J,22,2,3,11,18
12487,E,12,21,4,21,21
12488,T,10,20,5,6,11
12489,P,20,20,19,19,20
12490,W,23,19,2,15,10
12491,I,22,2,3,25,18
12492,B,1,10,20,11,4
12493,H,0,18,0,8,3
12494,J,18,14,9,17,7
12495,H,3,5,6,2,12
12496,O,5,1,18,23,2
12497,V,19,12,22,3,16
12498,A,0,17,13,0,19
12499,K,17,23,21,4,22
12500,Y,2,9,24,14,5
12501,Z,9,8,16,26,0
12502,A,21,0,1,24,23
12503,P,20,4,23,19,20
12504,R,5,1,18,13,2
12505,C,9,8,16,26,0
12506,A,12,5,4,2,21
12507,Z,9,8,16,26,0
12508,Q,5,1,18,23,2
12509,Z,17,2,21,4,18
12510,D,3,5,6,16,12
12511,X,9,8,16,26,0
12512,C,3,19,6,16,25
12513,A,3,5,6,2,12
12514,K,15,3,12,5,13
12515,H,5,1,18,13,2
12516,J,1,10,20,11,4
12517,E,1,10,10,11,4
12518,J,5,1,18,23,2
12519,I,1,10,20,11,4
12520,R,0,18,13,9,3
12521,O,15,3,12,5,13
12522,A,21,0,1,24,23
12523,J,18,14,9,17,7
12524,Q,5,1,18,23,2
12525,B,12,21,4,21,21
12526,N,13,7,14,20,15
12527,J,22,2,3,25,18
12528,M,16,19,17,22,9
12529,V,10,9,5,6,11
12530,G,5,1,18,22,2
12531,A,21,0,1,24,23
12532,P,20,20,19,19,20
12533,H,15,3,12,5,13
12534,S,17,23,21,4,22
12535,Q,12,21,4,21,21
12536,Y,2,9,24,14,5
12537,C,15,3,12,13,13
12538,G,5,1,18,23,2
12539,C,14,16,8,1,1
12540,E,17,23,13,4,22
12541,S,12,5,4,2,12
12542,W,23,19,2,15,10
12543,T,10,4,23,12,24
12544,V,10,4,5,12,11
12545,F,19,4,23,12,24
12546,K,4,24,10,22,9
12547,J,18,14,9,17,7
12548,A,21,0,1,24,23
12549,H,6,11,7,10,8
12550,K,5,1,18,23,2
12551,N,3,19,6,16,12
12552,Z,7,13,15,18,27
12553,P,17,23,21,4,22
12554,J,18,14,9,17,7
12555,M,16,19,17,16,6
12556,C,4,24,25,22,9
12557,R,5,1,18,13,2
12558,P,19,4,23,12,24
12559,O,15,3,12,5,13
12560,P,0,18,13,9,3
12561,I,13,7,14,20,14
12562,D,5,1,18,23,2
12563,P,13,7,14,20,15
12564,O,0,18,13,9,3
12565,W,8,6,0,15,26
12566,T,7,13,15,18,27
12567,B,1,10,20,11,4
12568,E,4,2,25,22,18
12569,H,15,3,12,13,13
12570,J,18,14,9,17,7
12571,Q,15,3,12,5,25
12572,J,18,14,9,17,7
12573,Q,15,3,12,5,25
12574,N,23,19,2,16,10
12575,T,19,12,22,3,16
12576,U,23,19,2,16,10
12577,C,14,16,10,12,1
12578,W,23,19,2,15,10
12579,A,13,0,14,24,23
12580,A,21,0,1,24,23
12581,V,16,21,17,21,6
12582,S,7,13,15,18,27
12583,C,14,16,8,1,1
12584,X,5,1,18,23,2
12585,C,0,18,13,9,3
12586,P,20,20,19,19,20
12587,F,10,20,19,6,11
12588,K,13,7,14,20,15
12589,L,11,22,11,7,17
12590,B,9,8,16,26,0
12591,K,0,18,13,9,3
12592,E,1,10,20,11,4
12593,F,1,4,23,12,24
12594,H,6,11,7,10,8
12595,F,10,24,5,6,11
12596,Q,13,7,14,20,15
12597,M,23,19,2,16,10
12598,Q,9,7,16,26,0
12599,P,20,20,19,19,20
12600,O,15,3,12,13,13
12601,G,12,5,4,2,21
12602,L,11,22,11,7,17
12603,X,1,10,20,11,4
12604,V,10,24,5,6,11
12605,Z,4,2,25,22,9
12606,I,22,2,3,25,14
12607,D,9,3,16,26,13
12608,S,4,24,25,22,9
12609,G,0,18,13,9,3
12610,L,0,18,13,9,3
12611,J,12,5,4,2,21
12612,Z,7,13,15,18,27
12613,Y,2,12,22,3,16
12614,F,19,4,23,12,24
12615,I,22,2,3,25,18
12616,Z,9,8,16,26,0
12617,N,23,19,2,15,10
12618,W,23,19,2,15,10
12619,R,3,5,6,2,12
12620,B,17,23,21,4,22
12621,L,15,3,12,5,13
12622,E,4,2,25,4,18
12623,Q,3,3,6,5,25
12624,Y,2,9,24,14,5
12625,X,7,13,15,18,27
12626,N,16,21,17,21,6
12627,M,6,11,7,10,8
12628,G,12,21,17,21,21
12629,N,6,11,7,10,8
12630,X,4,24,10,22,9
12631,M,6,11,7,10,8
12632,E,4,24,10,22,18
12633,Y,2,9,24,14,5
12634,N,23,19,2,16,10
12635,P,10,4,23,12,24
12636,Z,9,8,16,26,0
12637,T,4,24,5,6,11
12638,C,10,24,10,22,11
12639,K,0,23,13,9,22
12640,K,1,10,20,11,4
12641,M,16,17,13,0,19
12642,V,10,9,5,6,11
12643,Z,1,2,20,11,18
12644,J,13,14,14,24,23
12645,V,19,4,22,12,24
12646,A,21,0,1,24,23
12647,I,9,8,20,26,0
12648,S,1,10,20,11,4
12649,Q,19,7,14,5,15
12650,E,4,18,25,4,9
12651,O,15,3,12,13,13
12652,R,3,19,6,16,12
12653,M,6,11,7,10,8
12654,V,3,5,6,2,25
12655,B,17,23,21,4,22
12656,S,9,8,16,26,0
12657,K,9,8,16,26,0
12658,M,16,17,17,16,6
12659,Q,9,7,16,5,15
12660,B,5,1,18,23,2
12661,L,11,22,11,7,17
12662,T,2,9,24,14,5
12663,B,0,18,13,9,3
12664,P,20,20,19,19,20
12665,C,14,16,8,1,1
12666,O,15,3,12,16,13
12667,D,5,1,18,13,2
12668,I,1,8,20,26,0
12669,S,5,1,18,23,2
12670,X,15,3,12,5,13
12671,H,15,3,12,5,13
12672,H,4,2,10,22,18
12673,G,14,16,8,1,1
12674,P,20,20,19,19,20
12675,J,1,10,20,11,4
12676,R,16,21,17,21,6
12677,W,8,6,0,15,26
12678,H,6,11,7,10,8
12679,E,1,10,20,11,4
12680,J,17,23,21,4,22
12681,C,14,16,8,1,1
12682,N,13,7,14,20,15
12683,E,4,2,25,4,9
12684,I,13,7,14,20,14
12685,Z,7,13,15,18,27
12686,Z,12,21,4,2,21
12687,I,14,16,8,1,1
12688,U,19,4,10,12,24
12689,D,9,8,16,26,0
12690,T,3,5,6,18,12
12691,K,5,1,18,23,25
12692,Q,5,1,18,23,2
12693,T,19,12,22,3,16
12694,U,6,15,7,10,8
12695,U,15,3,12,13,13
12696,L,11,22,11,7,17
12697,H,6,11,7,10,8
12698,O,15,3,12,13,13
12699,X,1,10,20,11,4
12700,Z,7,13,15,18,27
12701,G,15,16,8,13,1
12702,Y,2,9,24,14,5
12703,H,3,19,2,16,10
12704,H,15,3,12,13,13
12705,E,4,24,25,22,9
12706,P,20,20,19,19,18
12707,Z,9,8,16,26,0
12708,H,15,3,12,5,13
12709,Z,9,8,16,26,0
12710,J,3,5,6,2,12
12711,T,2,9,24,14,5
12712,I,22,2,3,25,18
12713,P,20,20,19,19,20
12714,O,13,7,14,20,15
12715,J,0,18,13,9,3
12716,F,19,4,23,12,24
12717,E,4,24,10,22,9
12718,A,21,0,1,0,19
12719,X,9,8,16,26,0
12720,K,15,3,12,5,13
12721,H,3,19,6,16,12
12722,X,15,3,12,5,13
12723,I,17,23,21,4,22
12724,L,22,2,3,25,19
12725,F,10,4,5,12,11
12726,I,22,3,3,25,14
12727,Z,7,13,15,18,27
12728,A,21,0,1,0,19
12729,H,5,1,18,23,2
12730,R,17,23,21,4,22
12731,O,23,19,2,16,10
12732,H,1,10,21,11,4
12733,A,21,17,1,0,19
12734,Y,19,12,22,3,16
12735,J,12,5,4,2,12
12736,V,19,12,22,3,16
12737,J,18,14,9,17,7
12738,U,23,19,2,16,10
12739,Z,7,13,15,18,27
12740,F,20,4,23,12,24
12741,Y,19,12,22,3,16
12742,X,17,23,21,4,22
12743,Z,7,2,15,18,18
12744,O,15,3,12,5,13
12745,Q,5,1,18,23,25
12746,I,22,2,3,25,18
12747,S,7,13,15,18,27
12748,I,13,3,14,25,14
12749,L,22,2,3,25,19
12750,C,4,24,25,22,9
12751,Z,3,5,6,2,12
12752,G,15,3,12,16,13
12753,V,10,24,5,6,11
12754,G,5,1,18,13,2
12755,X,4,18,25,4,9
12756,I,1,10,20,11,4
12757,U,6,15,7,10,8
12758,O,5,1,18,5,2
12759,W,23,19,2,15,10
12760,U,6,15,7,10,8
12761,D,17,23,21,4,22
12762,J,22,2,3,25,18
12763,E,4,24,25,22,9
12764,U,4,24,25,22,9
12765,H,3,5,6,2,12
12766,L,0,18,13,9,3
12767,O,13,7,14,20,15
12768,H,3,5,6,2,25
12769,O,0,1,13,23,3
12770,T,19,12,22,3,16
12771,N,6,11,7,10,8
12772,P,20,20,19,19,20
12773,T,19,12,22,3,16
12774,M,16,21,17,21,6
12775,C,9,8,16,26,0
12776,P,3,5,6,2,25
12777,M,16,6,17,8,6
12778,W,16,21,17,21,6
12779,Q,15,3,12,5,13
12780,R,5,1,18,23,2
12781,E,1,10,10,22,4
12782,A,21,0,1,24,19
12783,I,22,3,3,25,14
12784,D,1,10,12,11,4
12785,H,0,18,13,4,3
12786,K,12,21,4,21,21
12787,G,9,3,16,5,13
12788,W,8,19,0,15,26
12789,Y,19,4,23,12,24
12790,O,5,1,18,23,2
12791,B,1,10,20,11,4
12792,F,10,20,5,6,11
12793,A,21,0,1,24,19
12794,K,12,5,4,2,21
12795,T,10,20,5,6,11
12796,I,13,7,14,20,15
12797,I,21,10,1,25,4
12798,Z,17,23,21,4,22
12799,Y,19,12,22,3,16
12800,P,20,20,19,19,20
12801,Z,7,13,15,18,27
12802,S,7,13,15,18,27
12803,O,17,23,13,4,22
12804,F,19,4,23,12,24
12805,C,9,8,16,26,0
12806,T,2,9,24,14,5
12807,A,21,17,1,0,19
12808,A,21,17,1,0,19
12809,N,8,6,0,8,26
12810,H,4,24,10,22,9
12811,J,18,14,9,17,7
12812,L,1,0,20,24,23
12813,J,18,14,9,17,7
12814,U,8,6,0,8,26
12815,X,17,23,21,4,22
12816,Q,15,3,12,13,13
12817,B,15,3,12,13,13
12818,B,5,1,4,23,2
12819,W,16,21,17,21,6
12820,K,4,24,25,22,9
12821,S,3,5,6,2,25
12822,J,22,2,3,25,19
12823,Z,7,13,15,18,27
12824,A,23,19,2,16,10
12825,K,4,24,25,22,9
12826,W,13,7,14,20,15
12827,L,11,22,11,7,17
12828,G,15,3,12,5,13
12829,Q,5,1,18,23,2
12830,Z,0,18,25,9,3
12831,T,3,5,6,2,12
12832,K,3,5,6,16,25
12833,V,10,4,5,12,11
12834,W,23,19,2,15,10
12835,Y,3,5,6,2,12
12836,O,0,18,13,9,3
12837,O,15,3,12,5,13
12838,J,18,14,9,17,7
12839,N,6,11,7,10,8
12840,T,10,4,23,12,24
12841,I,13,7,14,20,14
12842,J,18,14,9,17,7
12843,F,17,23,19,4,22
12844,S,17,23,21,4,22
12845,W,8,6,0,8,26
12846,Q,15,3,12,5,25
12847,J,18,14,9,17,7
12848,F,12,21,4,21,21
12849,H,8,6,0,8,26
12850,I,22,2,3,25,18
12851,B,15,3,12,13,13
12852,H,0,18,13,9,3
12853,G,14,16,8,5,1
12854,N,23,19,2,16,10
12855,L,11,22,11,7,17
12856,Z,1,10,20,11,4
12857,W,8,6,0,15,26
12858,U,6,15,7,10,8
12859,L,3,5,6,2,25
12860,T,19,12,22,3,16
12861,Z,12,21,4,2,21
12862,C,14,16,8,1,1
12863,L,1,0,20,24,23
12864,P,13,7,14,20,15
12865,D,15,3,12,13,13
12866,N,17,23,21,4,22
12867,V,2,9,24,14,5
12868,Y,12,21,4,21,21
12869,X,3,10,6,11,12
12870,M,6,11,7,10,8
12871,P,20,20,19,19,20
12872,Y,2,9,24,14,5
12873,J,1,10,20,11,4
